Marque,Prix,Localisation,Date_publication,Modèle,Année,Kilométrage,Carburant,Boîte vitesse,Puissance fiscale,Nombre de portes,Description
Volkswagen,1 111 TND  Echange possible,,,Golf 6,,147 000 km,Essence,Manuelle,6 CV,5,"????A vendre golf 6 essence 1.4
???? Kilometrage 147mlk certifie
????Les vitre d origine
???? Salon cuir marron
???? jante alu 4 roues neuf)
???? camera ???? de recul
???? voiture en tres bon etat
???? Avec possibilite d&#039;echange
????23 90 44 47 ????"
Volkswagen,103 TND,,,Golf 8,2022,136 000 km,Hybride,Automatique,8 CV,5,"A vendre Volkswagen GOLF 8 GTE
Importee de germany ????????
Fin serie
Kilometrage 136.000
Diag possible
1.4 hybride / essence 4 cylindre
8 chv fiscaux modele 2022
couleur blanc nacre tt option Toit panoramique ouvrant , Jantes GTE 18 pouces , 2 chargeurs ???? , calandre en led , feux d&#039;ambiance , Feux full led , 6 Modes de conduite , volant chauffants , Volant multifonctions tactile GTE , Palette au volant , camera de recul 360* , Park assist , Park pilote , Siege sport GTE electrique cuir ..."
Volkswagen,24 300 TND,,,Polo,2009,227 000 km,Essence,Manuelle,4 CV,5,"Je mets en vente volkswagen polo 6 ,jamais accidente 04 cv annee 2009 avec Direction assistee et climatiseur fonctionnelle

Etat general de la voiture est tres bien acceptable pour plus d'informations
55 618 986"
Volkswagen,13 500 TND,,,Polo,1997,444 km,Essence,Manuelle,4 CV,5,polo 3 ndhifa tel
Volkswagen,Prix non specifie,,,Golf 6,2011,252 000 km,Essence,Manuelle,5 CV,5,"Voiture en tres bon etat.
Marque et modele : Volkswagen Golf 6
Annee de fabrication : 2011
Puissance moteur : 5 chevaux
Cylindree : 1.4
Carburant : Essence
Boite de vitesses : Manuelle
Kilometrage : 252 000 km
Moteur puissant et en excellent etat
Ecran LED Android
Vitres electriques avant et arriere
Climatisation froide et efficace
Lieu : Gafsa
Telephone :"
Volkswagen,47 TND,,,Jetta,2016,135 km,Essence,Manuelle,7 CV,5,Jetta 2016 7cv 1.4 toute option
Volkswagen,38 000 TND,,,Transporter,2011,585 000 km,Diesel,Manuelle,8 CV,3,Transporter T6
Volkswagen,99 000 TND,,,Tiguan,2017,88 500 km,Essence,Automatique,8 CV,5,"Vous Cherchez un SUV Fiable, Puissant, Elegant et Confortable?
Ne ratez pas cette TIGUAN 2017 en excellent etat, importee de l'Allemagne Sep 2021, Etat d'origine, Dedouanee dernier serie * 256*,
Non accidentee,
Historique d'entretien disponible avec pieces justificatives (Chez concessionnaire Dar ENNAKL)


 Donnees techniques :

Etat du vehicule occasion, Non accidente
Categorie SUV
Origine Edition allemande
Kilometrage 88500 km
Cylindree 1.4 L
Puissance 110 kW (150 Ch DIN)
Motorisation Moteur ..."
Volkswagen,19 TND,,,Polo,2013,302 km,Essence,Manuelle,4 CV,5,Non disponible
Volkswagen,32 000 TND,,,Golf 6,2009,235 000 km,Essence,Manuelle,5 CV,3,
Volkswagen,125 000 TND,,,Tiguan,2021,125 000 km,Essence,Automatique,8 CV,5,":
Volkswagen Tiguan (1.5 TSI United APP+ACC+LANE+MATRIX) importe de lallemagne

 Date dimmatriculation: 04/2021.
 Kilometrage: 125.364 km.
 Moteur: 8 CV fiscaux (150 chevaux (1.5 TSI benzine).
 Boite: automatique.
 Consommation: 6.9 litre / 100 km.
 CO: 156 g/km.

Options & specificites
 Couleur: gris metal (feddha).
 3-zones clim, radar avant w wara, feux LED, navigation, Apple CarPlay / Android Auto, etc.

Date darrivee: fin decembre 2025
Prix: 125 MD legerement negociable"
Volkswagen,75 000 TND,,,Golf,2017,102 282 km,Essence,Manuelle,6 CV,5,"???? A VENDRE : Volkswagen Golf 7 TSI 1.0 Confortline ????

???? Date de 1ere mise en circulation : Juillet 2017 (Republique Tcheque)
???? Puissance fiscale : 6 CV (110ch)
 Kilometrage : 102 282 km
 Boite : Manuelle 6 vitesses
???? Sellerie : Confort avec sieges avant chauffants
???? Siege conducteur : Massant (ErgoActive)
???? Jantes : Aluminium 17 pouces

???? Options :
 Arret et redemarrage auto. du moteur
 Aide au stationnement
 Freinage automatique en cas de collision
 Aide/Conseil ..."
Volkswagen,64 000 TND,,,Golf,2017,97 000 km,Essence,Automatique,6 CV,5,"A vendre : Volkswagen Golf 7 Smartline BVA - 2017
Tres bon etat
 Marque/Modele : Volkswagen Golf 7
 Finition : Smartline
Annee: 2017
 Motorisation : Essence 1.2 TSI - 110ch
Boite de vitesses: Automatique DSG
 Kilometrage : 97000km
 Couleur : grise
 lere main
Entretien a jour
Visible a Tunis
Prix legerement negociable"
Volkswagen,43 000 TND,,,Passat,2013,200 000 km,Essence,Manuelle,9 CV,5,Passat B8 robuste faible consommation zero defaut.
Volkswagen,22 000 TND,,,Polo,2007,278 000 km,Essence,Manuelle,4 CV,5,"Polo 6 moteur 4 cheveaux ????
Climatisation fonctionne bien ???? 
Mecanique mrigel ????
Tola mouch madrouba
Njeweb ken bi tel :"
Volkswagen,48 000 TND,,,Golf 7,2013,200 000 km,Diesel,Manuelle,5 CV,5,Golf 7 tdi bleumoution tt option montage almanya ndhayfa barcha
Volkswagen,28 199 402 TND,,,Polo,2011,210 km,Essence,Manuelle,4 CV,5,Polo 7 ndhifa zero masrouf
Volkswagen,23 500 TND,,,Caddy,2010,319 000 km,Diesel,Manuelle,8 CV,3,Non disponible
Volkswagen,41 000 TND,,,Golf 6,2010,298 000 km,Essence,Manuelle,7 CV,5,"Volkswagen Golf 6  1.6 TSI  2010

Premiere main  conduite par une dame  Tres bon etat

Je vends ma Volkswagen Golf 6 (moteur essence 1.6 TSI), annee 2010, premiere main, toujours conduite par une seule conductrice.
Voiture tres bien entretenue, propre et en tres bon etat general.

???? Caracteristiques :

Boite manuelle

Couleur : Noir

5 portes

Interieur tissu gris clair

Climatisation, radio CD / USB, direction assistee

Jantes alliage

Vitres electriques

Airbags / ABS

???? Entretien :
..."
Volkswagen,57 000 TND,,,Golf,2016,146 000 km,Diesel,Manuelle,5 CV,5,golf 7 lounge edition allemande etat du neuf toute options
Volkswagen,29 000 TND,,,Polo,2010,178 000 km,Essence,Manuelle,4 CV,5,En tres bon etat Tout est en marche
Volkswagen,72 000 TND,,,Tiguan,2015,71 000 km,Essence,Automatique,9 CV,5,A vendre Tiguan 1.4
Volkswagen,72 000 TND,,,Golf,2017,92 000 km,Essence,Manuelle,6 CV,5,"???? Volkswagen Golf 7  Modele 2017
???? Boite manuelle  Tres bon etat

Golf 7 propre et bien entretenue, voiture elegante, confortable et economique.
 Moteur puissant et fiable
 Interieur propre comme neuf
 Carrosserie sans accident
 Entretien regulier
 Clim, vitres electriques, jantes alu, ecran tactile, capteurs de stationnement

???? Ideale pour la ville comme pour les longs trajets
???? Annee : 2017
 Boite : Manuelle
???? Etat : Comme neuve

Prix negociable dans la limite du raiso..."
Volkswagen,22 500 TND,,,Polo,2007,278 000 km,Essence,Manuelle,4 CV,5,Polo 6
Volkswagen,22 500 TND,,,Polo,2007,277 000 km,Essence,Manuelle,4 CV,5,Polo 6
Volkswagen,18 500 TND,,,Polo,2003,300 km,Essence,Manuelle,4 CV,5,Polo 5 tres bon etat tous en marche
Volkswagen,38 TND,,,Golf,2011,300 km,Diesel,Manuelle,5 CV,5,Non disponible
Volkswagen,36 500 TND,,,Golf,2010,206 101 km,Essence,Manuelle,7 CV,5,Non disponible
Volkswagen,Prix non specifie,,,Golf,2019,170 km,Diesel,Manuelle,6 CV,5,"Volkswagen Golf 7 tdi

Importe de France dedouane

 serie 240 

 diesel

 170000 klm

Tel: 

Radar 360
 Pare-brise chauffant
 Vitres electriques
 Volant en cuir
 Systeme de verrouillage centralise
 Ordinateur de bord
 Volant multifonctionnel
 Tableau de bord entierement numerique
 Bluetooth
 Systeme de navigation (Android Apple)
 Ecran tactile
 USB
 Jantes en alliage par 16
 Regulateur de vitesse a distance
 Climatisation Automatique
 Anti demar..."
Volkswagen,87 TND,,,Golf 8,2020,127 000 km,Essence,Manuelle,8 CV,5,Non disponible
Volkswagen,19 500 TND,,,Polo,2004,200 km,Essence,Manuelle,4 CV,5,Non disponible
Volkswagen,17 500 TND,,,Polo,2005,12 345 km,Essence,Manuelle,4 CV,5,Polo 5 en treillis bonne etat
Volkswagen,73 000 TND,,,Tiguan,2015,128 500 km,Essence,Automatique,9 CV,5,Non disponible
Volkswagen,39 000 TND,,,Golf,2013,347 000 km,Essence,Manuelle,5 CV,5,voiture propre et tres bien entretenue avec 4 pneus neuf
Volkswagen,33 000 TND,,,Passat,2009,345 000 km,Diesel,Manuelle,6 CV,5,"Tel 22 609 526
Anne 2009
Kilometrage 344 000 moteur change depuis 5 mois utilise 15 000 kilometres
120 CV stage 1
Consommation mixte 5.5l /100km
Batterie change depuis 2 mois avec garantie
4 pneus en tres bon etat
Visible a mourouj ou kram"
Volkswagen,79 000 TND,,,Passat CC,2017,62 000 km,Essence,Manuelle,7 CV,5,Excellente
Volkswagen,30 000 TND,,,Jetta,2009,400 000 km,Essence,Manuelle,7 CV,5," tres bon etat et prix negociable
 moteur neuf
 chaine de distribution neuve
 visite technique recente
 zero frais a prevoir
???? disponible pour negocier le prix a partir de 17h
???? contact : 
nhesitez pas a me contacter par telephone !"
Volkswagen,19 000 TND,,,Polo,2005,285 000 km,Essence,Manuelle,5 CV,5,bonne occasion
Volkswagen,30 000 TND,,,Golf 5,2008,280 000 km,Essence,Manuelle,5 CV,5,Golf 5 annee 2008 ..climatise .
Volkswagen,46 000 TND,,,Golf,2013,278 km,Diesel,Manuelle,5 CV,5,"A vendre une belle voiture GOLF 7 TDI BMT importee ( 1ere main) , tres bien entretenue carnet a l'appui , motorisation puissante et tres economique et surtout d'origine . toute options : - Start & Stop
-Volant multifonctions
-Limiteur de vitesse + regulateur de vitesse
-Capteur de pluie
-Kit main libre Bluetooth + Aux + USB
-Ordinateur de bord
-Ecran Tactile
-Accoudoirs avant + arriere
-4 vitres electriques
-Alerte de perte de pression des pneus
-Feux automatique
-Feux Antibrouillards
-Climatron..."
Volkswagen,45 000 TND,,,Passat,2009,240 000 km,Diesel,Automatique,8 CV,5,A vendre Passat cc 2L TDI 8ch date mise en circulation : decembre 2009 importee de l Allemagne Boite automatique DSG 6 rapports excellente etat visible a gabes ou a Tunis dans les weekends pour autres infos contacter
Volkswagen,32 000 TND,,,Jetta,2008,272 000 km,Essence,Manuelle,7 CV,5,"Voiture en tres bon etat.
Marque et modele : Volkswagen Jetta
Annee de fabrication : 2008
Puissance moteur : 7 chevaux
Cylindree : 1.6
Carburant : Essence
Boite de vitesses : Manuelle
Kilometrage : 272 000 km
Moteur puissant et en excellent etat
Ecran LED Android
Camera de recul pour assistance au stationnement
Vitres electriques avant et arriere
Climatisation froide et efficace
2 pneus totalement neufs et 2 pneus en tres excellent etat

Lieu : Ksar Gafsa
Telephone :"
Volkswagen,119 000 TND,,,Golf 8,2023,30 000 km,Essence,Manuelle,7 CV,5,"Golf huit 8 2023 1,5 l 130 chevaux 30 000 km comme neuf."
Volkswagen,14 000 TND,,,Caddy,2002,250 000 km,Diesel,Manuelle,8 CV,3,"Volkswagen Caddy 2002  Diesel  Bon etat.
Aucune depense a prevoir."
Volkswagen,75 000 TND,,,Tiguan,2015,128 500 km,Essence,Automatique,9 CV,5,Non disponible
Volkswagen,145 000 TND,,,Tiguan,2022,89 280 km,Hybride,Automatique,8 CV,5,"Volkswagen Tiguan R-Line GTE 245 chv
8 chv fiscaux
Couleur : blanc Pur
BVA
DPMC :2023
Toit ouvrant tactile
Jantes R 19 pouces
Feux a Led avant intelligent MATRIX
Mode conduite ( hybrid - Full electric ) ( Eco - comfort - sport - individuel )
Son moteur sport en mode hybrid/sport
Volant multifonctions
Palette au volant
5 Cameras 360 degres
Park pilote
Siege sport R Line
Freinage durgence automatique
Lane assist
Assistance maintient des voies
Digital cockpit GTE
Climatiseur smart climate multi zo..."
Volkswagen,27 500 TND,,,Golf 5,2004,2 600 km,Diesel,Manuelle,6 CV,5,      130
Volkswagen,27 580 TND,,,Golf 5,2004,2 800 km,Diesel,Manuelle,6 CV,5,  .   130. 
Volkswagen,32 000 TND,,,Jetta,2008,272 000 km,Essence,Manuelle,7 CV,5,"Marque et modele : Volkswagen Jetta
Annee de fabrication : 2008
Puissance moteur : 7 chevaux
Cylindree : 1.6
Carburant : Essence
Boite de vitesses : Manuelle
Kilometrage : 272 000 km
Moteur puissant et en excellent etat
Ecran LED Android
Camera de recul pour assistance au stationnement
Vitres electriques avant et arriere
Climatisation froide et efficace
2 pneus totalement neufs et 2 pneus en tres excellent etat

Lieu : Ksar Gafsa
Telephone :"
Volkswagen,95 800 TND,,,Tiguan,2018,113 km,Essence,Automatique,8 CV,5,Particulier vend tiguan 2018 km 113 000 couleur blanc tres bon etat .
Volkswagen,75 000 TND,,,Tiguan,2015,128 500 km,Essence,Automatique,9 CV,5,Bonjour je suis disponible fin de mois septembre vous pouvez mappeler sur whatsapp
Volkswagen,82 000 TND,,,CC,2019,81 000 km,Essence,Manuelle,6 CV,5,Volkswagen TRoc importee
Volkswagen,42 000 TND,,,Passat,2013,236 000 km,Diesel,Manuelle,7 CV,5,"Passat
Annee : 2013
7cv
Boite 6 manuelle
Kilometrage : 235 000
Volant multifonctions
Gasoil
Air bag
Fermeture centrale
Vitre electrique
Tdi bluemotion
Camera de recule
Bleutooth / aux / carte memoire
Systeme : stop start
Fonction demmarage sans cle
Clima en marche
Double cle"
Volkswagen,25 000 TND,,,Passat,2005,280 km,Essence,Manuelle,7 CV,5,A vendre
Volkswagen,Prix non specifie,,,Polo,2008,337 km,Essence,Manuelle,5 CV,5,A vendre polo 6 essence 1.2
Volkswagen,8 500 TND,,,Polo,1998,400 000 km,Essence,Manuelle,5 CV,5,Polo 3
Volkswagen,120 000 TND,,,Passat,2020,90 000 km,Hybride,Automatique,8 CV,5,"???? Volkswagen Passat GTE Berline  Hybride rechargeable  218 ch  2020

???? Localisation : Tunis
???? Annee : 2020
 Kilometrage : 90000
 Motorisation : Hybride rechargeable (1.4 TSI essence + moteur electrique)  218 ch
???? Boite de vitesses : Automatique DSG6
???? Couleur : gris fonce
???? Entretien : Carnet et revisions a jour
???? Accessoires : deux cables de recharge inclus domestique ou borne

 Points forts

Autonomie electrique jusqua 55 km (WLTP)

Consommation mixte env. 1,5 L/1..."
Volkswagen,55 000 TND,,,Amarok,2012,292 000 km,Diesel,Manuelle,8 CV,5,Premiere main
Volkswagen,12 300 TND,,,Caddy,2000,400 km,Diesel,Manuelle,8 CV,3,caddy ndhifa barcha
Volkswagen,19 500 TND,,,Polo,2004,200 km,Essence,Manuelle,4 CV,5,/
Volkswagen,60 000 TND,,,Passat,2014,152 650 km,Diesel,Manuelle,5 CV,5,Tres bon etat et bien entretenu. suivi regulier chez Volkswagen. Faible consommation de carburant
Volkswagen,41 500 000 TND,,,Golf 6,2011,229 km,Essence,Manuelle,5 CV,5,Non disponible
Volkswagen,60 000 TND,,,Golf,2015,250 km,Diesel,Manuelle,7 CV,5,Non disponible
Volkswagen,35 000 TND,,,Polo,2016,220 000 km,Essence,Manuelle,4 CV,5,Non disponible
Volkswagen,79 TND,,,Caddy,2021,200 km,Diesel,Manuelle,6 CV,5,Non disponible
Volkswagen,40 TND,,,Golf 6,2010,100 km,Diesel,Manuelle,5 CV,5,Non disponible
Volkswagen,37 000 TND,,,Golf,2011,267 000 km,Essence,Manuelle,7 CV,5,Golf 6 1.2 tsi bleumontion
Volkswagen,10 300 TND,,,Golf,1990,228 532 km,Diesel,Manuelle,4 CV,5,Golf 2 diesel en bon Etat
Volkswagen,59 000 TND,,,Golf,2018,177 000 km,Essence,Automatique,6 CV,5,Golf 7 2018 boite auto
Volkswagen,31 TND,,,Scirocco,2010,287 000 km,Essence,Automatique,9 CV,3,"Scirocco 1.4 TSI 160cv
Voiture tres bien entretenue !

Fiche technique et description :

PNEUMATIQUES:

Av/Ar: 235/40 R18

TRANSMISSION:

Boite de vitesses mecanique robotisee 7 rapports a double embrayage

PERFORMANCES :

Vitesse maximale 218 km/h 0 a 100 km/h 6.8s

AUDIO - TELECOMMUNICATIONS:

Kit mains-libres Bluetooth
Prise Jack
Prise auxiliaire de connexion audio
Radio CD MP3 8HP
Volume automatique de la radio

CONDUITE ET SECURITE:

Aide au demarrage en cote
Palettes changement vitesses au..."
Volkswagen,68 000 TND,,,Golf 7,2021,78 000 km,Essence,Automatique,6 CV,5,"???? GOLF 7 BVA ????

2021
Tuu 220
ESSENCE
4 cylindres
6CV
78.000KM

????LES OPTIONS:
Boite automatique
Climatironic
Volant multifonction
Ecran tactile
Bluetooth/AUX /USB
Salon cuire
4 Vitres electriques
Jante en aluminium
Ordinateur de bord
Retroviseur electrique rabattable
Camera de recul
Anti brouillard
Feu led
Frein a main electrique
Radar de stationnement avant et arriere

Disponible a le bardo

Pour plus d'informations contactez :
: 50 049 749"
Volkswagen,27 600 TND,,,Golf,2008,320 km,Diesel,Manuelle,6 CV,5,Golf5 1.9 puissante
Volkswagen,15 500 TND,,,Polo,2004,345 km,Essence,Manuelle,4 CV,5,polo 5 basic sans option
Volkswagen,75 000 TND,,,Tiguan,2015,68 000 km,Essence,Automatique,9 CV,5,A vendre
Volkswagen,59 000 TND,,,Passat CC,2015,230 000 km,Essence,Automatique,9 CV,5,"Volkswagen Passat CC  Importee du Qatar
Derniere serie disponible en Tunisie | Etat exceptionnel | Vehicule haut de gamme ???? Annee : 2015
???? Origine : Importee du Qatar (climat sec = vehicule sans rouille)
???? Entretien : A jour, carnet disponible
???? Etat : Excellent, aucun frais a prevoir
???? Derniere version produite de la Passat CC (avant larret du modele)"
Volkswagen,8 TND,,,Golf 2,1989,220 km,Essence,Manuelle,7 CV,3,Non disponible
Volkswagen,65 TND,,,Golf,2019,135 000 000 km,Essence,Manuelle,7 CV,5,Tel :
Volkswagen,24 600 TND,,,Polo,2010,263 860 km,Essence,Manuelle,4 CV,5,"dame vend une belle polo7 ;2eme main toute est a l origine( peinture , vitres .....) ,parfaitement entretenue, moteur et pneus recemment changes ,amortisseurs et rotules sont neufs //zero depenses//"
Volkswagen,46 TND,,,Passat,2015,180 km,Essence,Manuelle,7 CV,5,"A vendre vw passat b8 en tres tres bon etat 1.4L fin 2014 180km 7ch essance
0 defaut
Num"
Volkswagen,45 000 TND,,,Golf,2013,325 000 km,Essence,Manuelle,5 CV,5,"Tres belle occasion a saisir : Golf 7 essence TSI Bluemotion, annee 2013, serie tunisienne 199 TU 117, tres economique et agreable a conduire.

 Caracteristiques principales :

Moteur essence 1.2 L (1197 cm), puissance fiscale 5 CV

325000 km, principalement sur route, moteur toujours bien entretenu

Boite manuelle 6 rapports, souple et fiable

Climatisation automatique bi-zone pour un confort optimal

Ecran tactile avec Bluetooth et USB, commandes au volant

Radars de stationnement avant et ..."
Volkswagen,16 500 TND,,,Polo,2001,250 000 km,Essence,Manuelle,4 CV,5,Polo 4 moteur 1.4 recement change . 4 pneus neuf. Climatise . Tolle en tres bonne etat
Volkswagen,20 TND,,,Polo,2008,336 km,Essence,Manuelle,5 CV,5,A vendre polo 6
Volkswagen,70 000 TND,,,Tiguan,2014,185 800 km,Diesel,Automatique,8 CV,5,Tiguan LIFE 2.0 TDI tout options voiture allemande Diesel 4 Motion boite automatique dsg7 de 2014 Serie TN 253-XXXX Vehicule est dans un tres bon etat aucun probleme mecanique ou carrosserie . Le vehicule totalise 184150 km Fulll option Camera de recul et radar 360 Bi-xenon Feux automatiques Essuie glace automatiques Palette au volant Volant multifonctions Bluetooth Ecran tactile GPS Pilote parking automatique Esp Grand toit panoramique et ouvrant Toit et vitre arriere teintee dorigine frein a ...
Volkswagen,76 000 TND,,,Golf 8,2021,97 000 km,Essence,Automatique,6 CV,5,Non disponible
Volkswagen,Prix non specifie,,,Polo,2019,211 000 km,Essence,Manuelle,4 CV,5,"A vendre : Volkswagen Polo 8
Modele : 2019

Kilometrage : 210 000 km

Energie : Essence

Puissance fiscale : 4 chevaux

Etat : Comme neuf, tout dorigine- Premiere main

Entretiens : Realises exclusivement chez Volkswagen Ennakl Tunisie

 Equipements & Options :
Radar de recul

Alarme integree

Vitres avant electriques

Bluetooth
Ecran multimedia"
Volkswagen,37 000 000 TND,,,Golf,2012,230 000 km,Essence,Manuelle,5 CV,5,Golf 6 essence 1.4 en tres bon etat
Volkswagen,28 500 TND,,,Polo,2012,226 000 km,Essence,Manuelle,5 CV,5,Non disponible
Volkswagen,11 500 TND,,,Polo,1995,111 111 km,Essence,Manuelle,5 CV,3,Bonne etat
Volkswagen,120 TND,,,Tiguan,2021,108 km,Essence,Automatique,8 CV,5,"A vendre : Volkswagen Tiguan Business 1.5 TSI 150 DSG6 Life Business,
Annee : 2021
108.000KM
Cylindree 1498 Cm3,
Essence Noire, 8 Cv, puissance 150 Cv.
Boite automatique,
Radar de recul
Airbag de tete pour passagers Av et Ar avec Airbag lateraux Av, Airbag pour conducteur et passager.
Sieges chauffants
Clim
Detection de risque
Detection de fatigue
Deux modes de Conduite classique et sport.
Plusieurs dautres options.
Voiture Importee propre et encore sous garantie.
Pour plus d'informations, veui..."
Volkswagen,19 000 TND,,,Polo,2009,243 000 km,Essence,Manuelle,5 CV,5,Polo6 fha chwya masrouf
Volkswagen,1 234 TND,,,Caddy,2020,222 km,Diesel,Manuelle,7 CV,5,voiture etat neuf
Volkswagen,Prix non specifie,,,Amarok,2015,60 000 km,Essence,Manuelle,11 CV,5,Tres propre voiture venue de lArabie saoudite. Peinture dorigine .faible consommation dessence (9%) bande rouge double injection Roues crapons et roue de secours jamais utilisee
Volkswagen,40 000 TND,,,Golf,2010,209 000 km,Essence,Automatique,7 CV,5,"???? : VW Golf 6 - 1.2L TSI - Essence - Boite Auto (2010)

???? Annee : 2010
???? Kilometrage : 210.000 km (reel)
???? Boite : Automatique
???? Carburant : Essence
???? Climatisation : Fonctionne parfaitement
???? Vitres : 4 vitres electriques
???? Capteurs de stationnement
???? Poste d'origine
???? Version : Gent Allume
???? Portes : 4
 Jamais accidentee  tres bien entretenue

???? Voiture propre, economique et confortable. Rien a prevoir."
